id,name,type,description,confidence,mentions,is_anchor
5608,昭阳宫内一枝梅,非遗技艺,对联之一，与公主贤淑相配,0.9,2,0
5609,莫一伦,人物,传说中的安南国王,0.9,2,0
5610,官山墟,地名,位于西樵山下的墟市,0.9,2,0
5611,均顶,地名,文中提到的地点，具体位置不详,0.85,2,0
5612,臂山扩道,建筑遗迹,南海区古代工程，用于拓宽道路,0.85,2,0
5613,有天装,人物,一位虚构的医生，擅长治疗白蚁星堂病,0.9,2,0
5614,棺材铺,建筑遗迹,文中提到的地点，用于嗅棺材木气味治病,0.8,2,0
5615,芳茜,人物,粤剧早期著名男旦演员,0.95,2,0
5616,佛山大基头,地名,佛山的一个旧地名，曾是戏班会馆所在地,0.85,2,0
5617,亚远,人物,文中提到的人物，扮演女角,0.95,2,0
5618,佛山文昌桥,地名,佛山的著名桥梁之一,0.95,2,0
5619,松戎路,地名,广东第一路段名，因两旁种植水松树而得名,0.95,2,0
5620,归宁,非遗技艺,古代女子回娘家省亲的习俗,0.85,2,0
5621,旱岗,地名,南海区的地名，具体位置不详,0.9,2,0
5622,南海罗村,地名,明代南海县的一个村庄,0.95,2,0
5623,沙坑岗,地名,南海区的地名,0.85,2,0
5624,蔡顺,人物,传说中的人物，与王彦章合作撑船,0.85,2,0
5625,晚浴池塘,建筑遗迹,故事发生的地点，具体指村边池塘,0.85,2,0
5626,子长,人物,传说中的画师，能画出活画,0.95,2,0
5627,梁老爷,人物,明代官员，南海澜石附近梁氏族长,0.85,2,0
5628,西樵山云路村,地名,南海区的一个村庄,0.9,2,0
5629,韭菜,物产饮食,南海地区的传统蔬菜,0.9,2,0
5630,金针菜,物产饮食,一种可食用的植物，用于蒸蛋,0.95,2,0
5631,金针菜蒸蛋,物产饮食,一种南海地区的传统美食,0.95,2,0
5632,狗山风,人物,传说中的管家形象,0.85,2,0
5633,谷子,物产饮食,一种味苦后甜的果实，可腌制干燥食用,0.95,2,0
5634,剥芋头,物产饮食,一种传统食物制作过程,0.85,2,0
5635,葵角,物产饮食,一种传统食物,0.8,2,0
5636,百步云梯,建筑遗迹,石板路的名称，具有地方特色,0.85,2,0
5637,李长老人,人物,临终前画了画并嘱咐罗青的人,0.95,2,0
5638,珠糯米酒,物产饮食,南海区特色饮品之一,0.9,2,0
5639,一轮明月挂半天,典籍作品,文中引用的诗句,0.85,2,0
5640,县南官赏月圆海,地名,南海区的一个传说地点,0.85,2,0
5641,店主女儿,人物,店主人的女儿，考验秀才的才华为其女儿,0.85,2,0
5642,秀才,人物,赴考的秀才，被店主女儿考验对联,0.9,2,0
5643,酒壶,物产饮食,文中提到的物品，用于出对联,0.9,2,0
5644,柳先开,人物,湖北人，参加科举考试，意图夺得状元,0.95,2,0
5645,广东花,物产饮食,广东的花卉，文中作为对联的一部分,0.85,2,0
5646,湖北柳先开,人物,湖北人，文中作为对联的一部分提到的人物,0.9,2,0
5647,赋月诗,非遗技艺,科举考试中的题目之一，要求赋月,0.9,2,0
5648,魁岗乡黎涌村,地名,伦文叙荣归之地，具体到村庄的名称,0.9,2,0
5649,光修,宗族姓氏,文中提及的南海区的画家,0.9,2,0
5650,荔庄陈公祠,建筑遗迹,南海地区的祠堂，文中提到的陈公祠,0.95,2,0
5651,五伦颠倒,历史事件,此处指对联内容涉及伦理问题引发的争端,0.9,2,0
5652,得月楼,建筑遗迹,文中提到的古代建筑，与成修有关,0.85,2,0
5653,石桥小站,建筑遗迹,景观点，具体位置未详,0.85,2,0
5654,广州越华书院,建筑遗迹,清代著名书院,0.85,2,0
5655,即获阮元,人物,清代学者、官员,0.9,2,0
5656,《朱九江先生佚文序》,典籍作品,康有为所写文章，纪念朱九江先生,0.9,2,0
5657,《性学原流》,典籍作品,朱九江先生著述之一,0.9,2,0
5658,《五史实征录》,典籍作品,朱九江先生著述之一,0.9,2,0
5659,剃头三,人物,理发店店主，绰号剃头三,0.95,2,0
5660,想云吞,物产饮食,一种传统美食，以云吞为主料,0.85,2,0
5661,云吞,物产饮食,一种传统美食，主要由肉馅和面皮制成,0.9,2,0
5662,《粤讶》,典籍作品,收录曲种121首的地方志书籍,0.9,2,0
5663,《解心事》,非遗技艺,粤讶中的第一首曲目，成为粤讶的代名词,0.85,2,0
5664,《吊秋喜》,非遗技艺,南海传说篇中最有代表性的一曲,0.9,2,0
5665,番禺张易华,人物,南海传说篇中的人物，神童出身，后成为翰林任职京师军机处,0.9,2,0
5666,飞鸿父,人物,十三岁习武，遇老人后跟随求教武术,0.95,2,0
5667,飞包,非遗技艺,老人所运的武术道具，旋转如风，技艺高超,0.9,2,0
5668,少女,人物,擅长拳腿互动的武术高手，教授宋辉铂练武之道,0.95,2,0
5669,高青,建筑遗迹,文中提到的舞狮道具，可能指舞狮中的角色或布景,0.75,2,0
5670,杨贵妃,人物,唐玄宗时期的著名妃子,0.85,2,0
5671,玉书,人物,文中提到的男子，与妻子共饮并产生联想,0.95,2,0
5672,南北朝时期,朝代年号,指中国历史上的南北朝时代,0.9,2,0
5673,妙庄王,人物,传说中的人物，管理国家事务,0.85,2,0
5674,小花,人物,妙庄王的女儿，文中提到的人物,0.85,2,0
5675,小果,人物,妙庄王的女儿，文中提到的人物,0.85,2,0
5676,蔡小南,人物,塑像艺人，为小叶塑像,0.85,2,0
5677,大石压观音,地名,南海区的一个地名，因传说中观世音菩萨在此安放坐像而得名,0.85,2,0
5678,观音车萨,人物,南海传说中的人物，可能是观世音菩萨的化身,0.85,2,0
5679,红莲,物产饮食,传说中每年开放一次的莲花，象征人间喜象,0.9,2,0
5680,老黄牛,人物,传说中的动物角色，象征勤劳和牺牲,0.85,2,0
5681,观音菩萨,人物,佛教中的慈悲女神，常救助苦难众生,0.95,2,0
5682,南海松岗南国桃园观音寺,建筑遗迹,位于南海松岗的寺庙，供奉观音菩萨,0.8,2,0
5683,观音泉,建筑遗迹,南海松岗观音寺前的泉水，传说为观音所赐,0.9,2,0
5684,普陀观图像,典籍作品,唐代净立本画作，描绘观音形象,0.85,2,0
5685,石前,地名,文中提到的领取饼的地方,0.75,2,0
5686,分饼石,建筑遗迹,凤凰岭下一块命名的石头，与涌泉有关,0.85,2,0
5687,莲花地,地名,位于佛山市南海区的一个地方，因地形似莲花而得名,0.95,2,0
5688,在参和尚,人物,高超棋艺，曾与陈公瑞对弈并留下多月,0.95,2,0
5689,陈施主,人物,捐赠土地的施主，名字是陈,0.95,2,0
5690,霍官人,人物,文中提到的人物，具体身份不明,0.85,2,0
5691,惠连,人物,文中提到的人物，具体身份不明,0.85,2,0
5692,大仙诞巡游,非遗技艺,农历四月十四日举行的吕仙诞巡游活动,0.8,2,0
5693,南海当铺,物产饮食,文中提到的当铺，涉及南海传说故事,0.85,2,0
5694,钟某,人物,文中提到的边关守将，对牧童吟诗表示赞赏,0.85,2,0
5695,老白,人物,文中未提供详细信息，但作为带牧童进关的长者，应为重要角色,0.85,2,0
5696,墟场,地名,集市，文中提到吕洞宾摆摊的地方,0.85,2,0
5697,狗咬吕洞宾,历史事件,源自道教传说的成语故事，描述了贪婪的结果,0.95,2,0
5698,初平,人物,传说中的人物，牧羊少年，后得遇仙翁成仙,0.95,2,0
5699,赤松山,地名,初平修炼成仙之地,0.9,2,0
5700,龙船田,地名,归游鱼浦村村民耕种的田地，夏季因沙泉渗出而清凉,0.95,2,0
5701,游鱼浦村,地名,南海区的村落，保存有完整的龙船,0.95,2,0
5702,龙岗,地名,佛山市南海区的地名,0.95,2,0
5703,和合,人物,七十多岁的老汉，开垦火流岗种瓜菜,0.95,2,0
5704,火流岗,地名,位于北江两岸的山岗，村民在此耕作,0.85,2,0
5705,和合岗,地名,纪念和合老汉的地名,0.85,2,0
5706,和合大道,地名,纪念和合老汉的道路名,0.85,2,0
5707,控银岗,建筑遗迹,狮山地区的一个小山岗，最早居住着一户陈姓人家,0.95,2,0
5708,陈姓人,宗族姓氏,最早在控银岗上居住的一户人家,0.85,2,0
5709,挖银岗,地名,因发现银子而得名的小墟市,0.95,2,0
5710,南雄珠现埠,地名,逃难到此地聚居的人的原籍,0.85,2,0
5711,狮北、狮西、小榄、刘边,地名,银岗圩周边的几个村,0.9,2,0
5712,吕纯阳,人物,道教传说中的八仙之一,0.95,2,0
5713,横石岭,地名,狮山镇附近的一座山岭,0.95,2,0
5714,象岗山,地名,狮山镇附近的一座山岭,0.95,2,0
5715,狮子山,地名,狮山镇附近的一座山岭,0.95,2,0
5716,飞鹅岭,地名,狮山镇附近的一座山岭,0.95,2,0
5717,虎头山,地名,狮山镇附近的一座山岭,0.95,2,0
5718,六大金刚,非遗技艺,庙内供奉的神灵，用于镇怪保平安,0.85,2,0
5719,灵椿树,建筑遗迹,雷滩古庙前的灵验椿树，村民祈福许愿之地,0.85,2,0
5720,雷滩,地名,南海区内的一个地点，有游涡恶浪，后因灵椿树而船只不再害怕,0.9,2,0
5721,昌后之究,建筑遗迹,为纪念孔粹而命名的建筑,0.8,2,0
5722,孔氏父子,人物,南海苏坑村的贤德家族，曾积阴德，后人称其墓为阴功墓,0.95,2,0
5723,阴功井,建筑遗迹,与孔氏父子有关的古井，后人称为阴功井,0.85,2,0
5724,卢姓青年,人物,一心向佛的新兴县青年，拜五祖弘忍为师,0.95,2,0
5725,东禅寺,建筑遗迹,位于湖北黄梅县的寺庙，五祖弘忍曾在此修行和传授衣钵给六祖惠能,0.9,2,0
5726,五祖弘忍,人物,五祖弘忍是六祖惠能的师父，传授衣钵给他,0.95,2,0
5727,六祖惠能,人物,继承五祖衣钵的禅宗六祖，在广东四会县隐居16年后云游四海,0.95,2,0
5728,小良村,地名,南海区的一个村庄，与女色谐音，因此没有在此建寺,0.95,2,0
5729,孔家村,地名,华平的一个村庄，六祖慧能曾在此留下禅杖印,0.95,2,0
5730,华平西竺村,地名,华平西面的一个村庄，六祖慧能曾在此留下脚印,0.95,2,0
5731,狮山文笔塔,建筑遗迹,明代古塔，位于狮山狮子山岗左侧,0.92,2,0
5732,黄边村黄锡麟,人物,清朝光绪年间进士,0.85,2,0
5733,黎边村黎湛枝,人物,自幼家境贫寒但勤奋好学的传说人物,0.9,2,0
5734,张天师,人物,传说中的人物，可能是道教中的角色,0.85,2,0
5735,南海观世音,人物,传说中的观世音菩萨，南海地区的保护神,0.85,2,0
5736,瑶池仙子,人物,传说中居住在瑶池的仙女,0.8,2,0
5737,龙唐明隆庆四年,朝代年号,1570年，明代隆庆四年,0.9,2,0
5738,龙唐沙园村,地名,南海县的一个村庄,0.85,2,0
5739,龙唐,地名,南海区历史上的一处地名，后改为小塘,0.95,2,0
5740,小唐站,地名,1901年修建的广三铁路站点，位于小塘,0.95,2,0
5741,李光福,人物,与海瑞一起在沙园村文笔塔下纳凉的友人,0.95,2,0
5742,忠臣脚,地名,南海区的一个景点，由海瑞踩石而成,0.95,2,0
5743,湘阳知府,人物,曾向海瑞赠送龙井茶的官员,0.95,2,0
5744,龙井茶,物产饮食,杭州名产，由湘阳知府曾大人赠予海瑞,0.95,2,0
5745,鬼子塘,地名,南海区的一个池塘名，与传说有关,0.85,2,0
5746,双下巴鱼,物产饮食,南海区特产的一种鱼，以肥美著称,0.9,2,0
5747,检树,物产饮食,祠堂内种植的树木，象征意义强,0.8,2,0
5748,九龙江,地名,南海传说中的地名，具体指九龙江出海口,0.85,2,0
5749,顺德县龙山乡,地名,南海县与顺德县交界地带，故事发生地,0.85,2,0
5750,上东大河洲,地名,九江乡与顺德县交界的一条河流地名,0.8,2,0
5751,钦差大臣,人物,朝廷派遣的官员，处理九江事件,0.75,2,0
5752,望海亭,建筑遗迹,位于今九江镇沙口渡口附近，与龙舟文化相关,0.85,2,0
5753,九江龙舟出海,历史事件,民间关于九江龙舟的传说故事,0.95,2,0
5754,南方传统龙舟,非遗技艺,广东地区传统的龙舟样式,0.85,2,0
5755,龙舟结契,历史事件,明朝至清朝时期珠江三角洲水乡的龙舟竞赛盛况,0.95,2,0
5756,盐 步 老 龙,非遗技艺,文中提到的参赛龙舟之一，代表了龙舟技艺,0.9,2,0
5757,烧猪,物产饮食,龙舟划竞赛的奖品之一，是南海的传统美食,0.95,2,0
5758,塘小龙,非遗技艺,南海区传统龙舟活动中的小龙角色,0.95,2,0
5759,拖手仔,非遗技艺,端午节期间的龙舟习俗活动,0.95,2,0
5760,洋塘景,历史事件,端午节期间龙舟相互拜访的和谐场景,0.85,2,0
5761,洋塘小龙,非遗技艺,广东省非物质文化遗产项目，龙舟的一种,0.95,2,0
5762,珠江三角洲龙舟,非遗技艺,珠江三角洲地区传统的龙舟活动,0.85,2,0
5763,谭边大顶苦瓜,物产饮食,南海区特色蔬菜之一,0.9,2,0
5764,辣狗,物产饮食,南海地方特色美食之一,0.95,2,0
5765,西瓜,物产饮食,夏季消暑佳品，曾被毛泽东品尝过,0.95,2,0
5766,狮南黄鸡,物产饮食,与丹灶鸡同鸭讲相关的地方特产,0.95,2,0
5767,西洋菜,物产饮食,正菜之一,0.95,2,0
5768,兴贤西兰花,物产饮食,正菜之一,0.95,2,0
5769,里水金丝虾,物产饮食,清末民初即有名的地方特产，体型如食指大小，因虾肉嫩鲜美且背部有金丝而得名。,0.95,2,0
5770,佛稚狮头舞,非遗技艺,佛山传统民间艺术，狮头工艺品制作技艺的代表,0.95,2,0
5771,煎堆,物产饮食,一种食品，最早是唐朝宫廷里的上乘食品，后传入广东,0.95,2,0
5772,邹广珍店,人物,民国时期在九江太平东路开设的店铺，创始人邹便南。,0.85,2,0
5773,南海特产篇,典籍作品,文中提及的书籍或章节名称,0.95,2,0
5774,九江煎堆,物产饮食,一种扁圆状的煎堆，入口甘香酥脆，是春节必备食品，成为馈赠、款客、贺年和祭礼祖先的供奉用品,0.95,2,0
5775,九江酒家,人物,20世纪六七十年代，九江酒家首创全鱼宴，传承至今。,0.85,2,0
5776,伍仁月饼,物产饮食,传统中秋食品，曾是平洲福肉饼的主要馅料,0.85,2,0
5777,玫瑰糖,物产饮食,用本地玫瑰花瓣制成的甜品，具有特殊的香气,0.95,2,0
5778,大谷叉烧,物产饮食,九江叉烧的一种著名品牌，由陈永照制作并传承,0.95,2,0
5779,陈永照,人物,大谷叉烧的创始人之一，现已传给其儿子继续经营,0.95,2,0
5780,谭边村,地名,位于佛山市南海区大沥镇西部，以种植大顶苦瓜著称,0.95,2,0
5781,李伯,人物,经验丰富的竹笋采摘者,0.95,2,0
5782,竹笋,物产饮食,南海特产之一，具有地方文化意义的食材,0.95,2,0
5783,黄旗峰,地名,位于西樵山，与曹松隐居有关,0.85,2,0
5784,吊丝丹竹笋,物产饮食,1920年代由沙河引进的竹笋品种，因当地土质原因品质较好,0.95,2,0
5785,和顺槛,非遗技艺,南海传统橄榄制作工艺，曾盛极一时但秘方失传,0.95,2,0
5786,源昌号,建筑遗迹,清末民初南海和顺圩的一间腌料杂货店,0.85,2,0
5787,大镇村,地名,佛山市南海区的一个村庄,0.95,2,0
5788,和顺虾,物产饮食,与里水金丝虾、奇石虾并列的特色水产品。,0.95,2,0
5789,李广绥,人物,清光绪举人，南海里水邓岗村人，有《即景》诗一首。,0.95,2,0
5790,正月十五,历史事件,明代洪武三年开始的村民风俗活动，庆灯风俗,0.9,2,0
5791,乐安花灯会,非遗技艺,乐安地区的传统民俗活动，每年正月初九举行,0.95,2,0
5792,正月初九,朝代年号,乐安花灯会的具体日期，与道教信仰有关,0.95,2,0
5793,麦苗青,人物,文中提到的民间信仰中的神灵，以其妻子坐石头后怀孕的故事为人所知,0.95,2,0
5794,文革时期,历史事件,1966-1976年中国文化大革命时期,0.85,2,0
5795,《尚书》,典籍作品,一部深奥的经书,0.9,2,0
5796,石确村,地名,南海区的一个古村落，有古海岸遗迹,0.95,2,0
5797,周月庭,人物,沙贝人，绰号石岩慈菇，发现洋芯可利用并开始编织牛柏浪等产品,0.95,2,0
5798,白沙村,地名,南海区的一个村庄,0.9,2,0
5799,招广记,宗族姓氏,文中提及的家族名称,0.85,2,0
5800,招孔记,宗族姓氏,文中提及的家族名称,0.85,2,0
5801,佛稚狮头,非遗技艺,狮头扎作的一种类型,0.85,2,0
5802,里水毛巾,物产饮食,南海特产之一，具有历史价值的手工艺品,0.9,2,0
5803,关氏家族,宗族姓氏,传承灰塑技艺的南海松岗联表西村家族,0.95,2,0
5804,关劲思,人物,南海区西村的灰塑艺人，关劲庄的兄弟,0.95,2,0
5805,灰塑壁画,非遗技艺,中国民间工艺，目前南海等地精通者寥寥无几,0.95,2,0
5806,金稍,物产饮食,中华传统工艺品，源于东晋成熟于南朝，今南京龙潭地区江宁是发源地，相传已有近1700年历史,0.95,2,0
5807,《南海市志》,典籍作品,地方志书籍，用于编写本书参考,0.85,2,0
5808,成隆酒楼,建筑遗迹,提供各种美食的高档酒楼，位于南海区,0.85,2,0
5809,辉利大酒店,物产饮食,南海区的知名酒店，以鱼香美食著称,0.85,2,0
5810,九江菜,物产饮食,九江地区的传统特色菜肴,0.95,2,0
5811,盆菜,物产饮食,一种由多种食材组成的传统南海美食，近年来成为春节餐桌上的流行菜品,0.95,2,0
5812,烧肉,物产饮食,传统春节期间的美食，九江特色之一,0.85,2,0
5813,打边炉,物产饮食,一种广东传统火锅，以鱼片为主料,0.95,2,0
5814,谭华轩,人物,经营谭家菜的商家，以其古色幽香的景观彰显豪门富贵,0.9,2,0
5815,平胜烧猪,非遗技艺,岭南地区传统美食，制作工艺讲究，口感独特,0.95,2,0
5816,松涛山庄,地名,位于里水的一家酒楼,0.85,2,0
5817,霸王鸭,物产饮食,一种以鸭子为主料，填充多种食材的南海传统美食,0.95,2,0
5818,寒衣勤织锦,物产饮食,用鱼皮制成的凉拌菜，是南海特色美食之一,0.95,2,0
5819,三杯鸡,物产饮食,一种独特的烹饪方法，主要使用酒、油和糖制作的鸡肉菜肴,0.95,2,0
5820,鱼青,物产饮食,一种南海区的传统美食，以鱼肉为主要原料制成的食品,0.95,2,0
5821,狗肉,物产饮食,南海地区传统美食，具有营养价值和药用价值,0.95,2,0
5822,谭边,地名,位于佛山市南海区大沥镇，以大顶苦瓜闻名,0.95,2,0
5823,邓岗鸡煲店,宗族姓氏,邓岗村内有名的小吃店,0.9,2,0
5824,南海美食篇,物产饮食,介绍南海地区的美食文化,0.95,2,0
5825,鸡蛋粥,物产饮食,一种在白粥中加入完整鸡蛋的粥品，常用于生日早餐,0.95,2,0
5826,麻奢村,地名,佛山市南海区的一个村庄，以狗肉美食闻名,0.95,2,0
5827,苏记,人物,苏记狗肉店的老板，60多岁，厨师,0.95,2,0
5828,吴荣开,人物,中华餐饮名店掌门人，敬业乐业且勤奋,0.95,2,0
5829,邓总,人物,文中提到为作者做菜的人,0.85,2,0
5830,五柳松子鱼,物产饮食,一道特色菜肴，采用特定方法制作,0.95,2,0
5831,皇上皇酒楼,建筑遗迹,知名餐厅，集餐饮、旅游等于一体的企业,0.95,2,0
5832,方艳华,人物,经营皇上皇酒楼的人物，知名度高,0.95,2,0
5833,鲜虾,物产饮食,制作菜肴的主要食材之一,0.85,2,0
5834,西樵美食,物产饮食,西樵山地区的传统美食,0.95,2,0
5835,迎宾馆,建筑遗迹,宾馆内设有多个主题房间展示南海文化,0.85,2,0
5836,梁献,人物,沙头佬酒楼创始人，负责研发特色鱼头煲,0.9,2,0
5837,天麻鱼头煲,物产饮食,沙头佬酒楼的特色菜品之一,0.85,2,0
5838,敦煌茶艺馆,建筑遗迹,集茶文化、饮食文化、书画艺术于一体的企业，2001年被评为广东省餐饮名店,0.9,2,0
5839,红旗酒楼,物产饮食,广东餐饮特色名店,0.9,2,0
5840,佛跳墙,非遗技艺,一种著名的传统菜肴，由多种原料制成,0.95,2,0
5841,南乳吊烧鸡,物产饮食,一种广东传统美食，色泽金黄、皮脆肉嫩,0.95,2,0
5842,芋头,物产饮食,里水特产，富含膳食纤维，口感粉香松化,0.95,2,0
5843,西华寺,建筑遗迹,位于南海区的一座古寺,0.95,2,0
5844,千披宴,非遗技艺,专门宴请老年人的活动，需年满60岁,0.95,2,0
5845,千鼻宴,非遗技艺,2011年的千披宴认捐友几桌,0.95,2,0
5846,西樵山万人斋宴,物产饮食,南海地区历史悠久的特色美食活动，注重健康养生理念,0.95,2,0
5847,观音开库日,历史事件,农历十月初九的观音开库民俗活动,0.95,2,0
5848,观音诞日,历史事件,农历十月十九日的观音诞辰日,0.95,2,0
5849,观音文化,非遗技艺,与南海地区百姓信仰相关的非物质文化遗产,0.85,2,0
5850,虎口泉,建筑遗迹,位于虎口峰下的泉水,0.85,2,0
5851,凤山古庙,建筑遗迹,位于官窗街尾，又名白衣观音庙，建于唐代至宋末元初,0.95,2,0
5852,南海龙舟说唱,非遗技艺,南海地区的传统龙舟文化活动,0.9,2,0
5853,参和尚,人物,南海地区的和尚，参与选地仪式,0.95,2,0
5854,灵峰山,地名,金山寺所在小岛的名字,0.95,2,0
5855,古寺,建筑遗迹,位于村中大夫里内，曾有钟声四处可闻,0.85,2,0
5856,黄木湾,地名,广东地区，阮元命赋诗的地方,0.85,2,0
5857,《国朝逸民传》,典籍作品,朱九江晚年著述之一,0.9,2,0
5858,银河,地名,因河水呈银白色而得名的河流,0.8,2,0
5859,孙大圣,人物,即孙悟空，神话中的猴子国王,0.95,2,0
5860,华平,地名,六祖惠能修行之地，位于佛山市南海区,0.95,2,0
5861,亢露,人物,明代书画家，南海人,0.95,2,0
5862,康体书法,非遗技艺,康有为创立的独特书法风格,0.85,2,0
5863,探花,非遗技艺,古代科举考试中的一种荣誉称号,0.85,2,0
5864,沙贝,地名,佛山市南海区的一个村庄，以生产藤制品闻名,0.85,2,0
5865,万历四十五年,朝代年号,明万历四十五年，即1617年,0.95,2,0
5866,行书,非遗技艺,梁佩兰擅长的书法体式,0.95,2,0
5867,何文绮,人物,清代书法家，行书作品《陆诗四游屏》,0.95,2,0
5868,孝义县,地名,清末县名，朱次琦曾任职于此,0.9,2,0
5869,朱法卢,人物,朱九江的学生，曾讲述其师事,0.9,2,0
5870,《争座位帖》,典籍作品,颜真卿的著名书法作品,0.9,2,0
5871,《十七帖》,非遗技艺,王羲之的著名草书作品,0.85,2,0
5872,宣武门,地名,北京城门之一，文中指康有为流亡居住的地方,0.85,2,0
5873,总理衙门,建筑遗迹,晚清时期处理外交事务的机构,0.8,2,0
5874,康体,非遗技艺,康有为书法风格，狂放不羁,0.85,2,0
5875,包世臣,人物,清代书法家，与康有为并称清代两大书论家,0.9,2,0
5876,《石门铭》,典籍作品,古代碑刻，对康有为书法影响深远,0.85,2,0
5877,《经石峪》,典籍作品,古代碑刻，对康有为书法影响深远,0.85,2,0
5878,菊坡精舍,建筑遗迹,清代南海地区的私塾或学堂,0.75,2,0
5879,康有为书学院,非遗技艺,以弘扬康有为书法艺术为主的学院,0.9,2,0
5880,罗国平,人物,书法家，作品曾获优秀奖,0.95,2,0
5881,黄绮看,人物,1997年获得广东省第四届少儿花会书画展优秀奖,0.95,2,0
5882,骆成意,人物,书法家，作品获广东省农民道德歌书画大赛优秀奖,0.95,2,0
5883,李海天,人物,书法家，作品获世界华人艺术展草书银奖,0.95,2,0
5884,陈标伦,人物,南海书画家，楷书获奖,0.95,2,0
5885,吴日乐,人物,南海书画家，楷书获奖,0.95,2,0
5886,张国英,人物,书法家，作品获广东省美术、书法、摄影联展优秀奖,0.95,2,0
5887,帅勇良,人物,书法家，作品获广东省美术、书法、摄影联展优秀奖,0.95,2,0
5888,陈仲海,人物,优秀书法作品获奖者,0.95,2,0
5889,张俊晖,人物,美术家，作品《晨》获奖,0.95,2,0
5890,吴国检,人物,书法爱好者或参赛者,0.85,2,0
5891,陈子瑜,人物,书法爱好者或参赛者,0.85,2,0
5892,张桂光,人物,1948年出生南海人，现为华南师范大学中文系教授、汉语言文学专业博士研究生,0.95,2,0
5893,岭南画,非遗技艺,中国画的一种艺术形式，融合了中西绘画技法,0.95,2,0
5894,郑午昌,人物,近现代画家、美术理论家,0.9,2,0
5895,《湖平山远图》,典籍作品,明代颜宗所作的书画作品,0.95,2,0
5896,《芦雁》,典籍作品,林良创作的绘画作品,0.85,2,0
5897,画竹,非遗技艺,绘画技艺，特别是竹子的绘画,0.95,2,0
5898,人物,非遗技艺,绘画技艺之一，以人物为主题,0.9,2,0
5899,二樵,人物,黎简的号，与谢兰生并称二樵,0.95,2,0
5900,外销画,非遗技艺,带有风景、风土写生和游记性质的外销商品绘画,0.9,2,0
5901,钱纳利,人物,英国画家，对中国外销画产生了重要影响,0.95,2,0
5902,油画,非遗技艺,关乔昌学习并擅长的绘画技艺,0.9,2,0
5903,大连,地名,中国辽宁省城市,0.85,2,0
5904,奇峰,人物,岭南画派代表人物之一，本名高奇峰,0.95,2,0
5905,刘海彬,人物,著名艺术家，1935年为《黄少强画集》题词,0.95,2,0
5906,卢子枢,人物,文中提到的画家之一,0.85,2,0
5907,何冠五,人物,广东著名收藏家，何丽甫之子,0.95,2,0
5908,黄慕韩,人物,著名收藏家，与黄君壁交往密切,0.9,2,0
5909,田叔石田,人物,明代画家，对黄君壁的画风有影响,0.85,2,0
5910,凝丹,人物,画家，曾任佛山文联副主席、佛山画会会长,0.95,2,0
5911,广东女子艺文考,典籍作品,作者的著作之一，研究广东女性文艺,0.9,2,0
5912,齐苓,人物,漫画家，作品《终于找到水》获奖,0.95,2,0
5913,韦万钧,人物,南海区画家，作品《农斗智橘闲中趣》参展,0.95,2,0
5914,黄标,人物,南海区画家，作品《雨后》参展,0.95,2,0
5915,施锦锦,人物,画家，作品入选世纪星光广东省东美术联展,0.95,2,0
5916,梁军,人物,画家，作品入选世纪星光广东省东美术联展,0.95,2,0
5917,潘国新,人物,画家，作品入选世纪星光广东省东美术联展,0.95,2,0
5918,梁文,人物,画家，作品《惑》获奖,0.95,2,0
5919,黄礼容,人物,中国画家，作品入选广东省少儿美术教师美术作品展,0.95,2,0
5920,李焰钊,人物,,0.95,2,0
5921,莫松年,人物,雕塑家，作品《冰之舞》等,0.95,2,0
5922,朱永桃,人物,国画家，作品《山春城早》等,0.95,2,0
5923,黄际,人物,国画家，作品《秋栖金石风》获奖,0.95,2,0
5924,李颖,人物,,0.95,2,0
5925,甘少明,人物,水彩画家，作品《轻轻的风》获奖,0.95,2,0
5926,陈永胜,人物,美术家，作品《秋前》获奖,0.95,2,0
5927,文绍博,人物,南海书画家，作品《岁有月痕》获奖,0.95,2,0
5928,甘河,人物,美术作者,0.95,2,0
5929,黄广榆,人物,南海书画家，作品多次获奖,0.95,2,0
5930,《渔家图》,典籍作品,黎明创作的一幅画作,0.85,2,0
5931,香港第一届艺术节,历史事件,香港举办的艺术节活动,0.85,2,0
5932,《锦绣缤纷庆回归》,非遗技艺,黎明创作的巨幅画作，香港称为百尺巨幅,0.9,2,0
5933,岭南画派纪念馆,建筑遗迹,收藏潘嘉俊作品的纪念馆,0.85,2,0
5934,潘嘉俊,人物,中国美术家协会理事，广东省美术家协会第五届、第六届、第八届副主席,0.95,2,0
5935,林永康,人物,男，1959年出生南海人,0.95,2,0
5936,墨池春深,典籍作品,赖少奇先生评价区广安画作的题词,0.85,2,0
5937,南海书画篇,典籍作品,吴彪华先生编写的书籍章节,0.95,2,0
5938,南海历史文化系列丛书,典籍作品,正在编写的历史文化系列丛书,0.95,2,0
5939,南海科举文化,历史事件,南海历代文教昌盛、人才辈出的文化现象,0.85,2,0
5940,张文彬,人物,《龙渊源考》一书的作者之一,0.95,2,0
5941,秦文生,人物,《龙渊源考》一书的作者之一,0.95,2,0
5942,《穆天子传》,典籍作品,最早记载龙舟的文献之一，成书于战国中期,0.95,2,0
5943,黄公绍,人物,宋元时期文人，描绘龙舟竞渡画面,0.85,2,0
5944,《南海九江乡志》,典籍作品,记载了九江地区的乡土历史,0.95,2,0
5945,桂城琶泻河,建筑遗迹,位于桂城的河流，用于龙舟竞渡,0.85,2,0
